Listing_Url,Detail_Url,Title,Vehicle_Information,Price,Vehicle_Description,Auction_Date_Time,Actual_Cash_Value,Images_Urls,Video_Url,Images_Names,Video_Name
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37306883~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37308763~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37289756~US,2019 FORD ESCAPE SE,36813727 36813727 36813727 36813727 36813727
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37307331~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37289683~US,2020 KIA SORENTO LX,36813654 36813654 36813654 36813654 36813654
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37309746~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37285957~US,2018 NISSAN ALTIMA 2.5 SR,36809930 36809930 36809930 36809930 36809930
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37316181~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37322756~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37316812~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37329578~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37330930~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37330174~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37335721~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37334259~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37316586~US,2018 TOYOTA COROLLA L/LE/XLE/SE/XSE,36840440 36840440 36840440 36840440 36840440
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37323378~US,2019 BUICK ENCORE PREFERRED,36847232 36847232 36847232 36847232 36847232
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37311265~US,2018 CHEVROLET SILVERADO 1500 LT,36835123 36835123 36835123 36835123 36835123
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37340305~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37338998~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37341721~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37349638~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37349850~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37356832~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37356690~US,,
Listing_Url,Detail_Url,Title,Stock
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37688574~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37271182~US,2020 CHEVROLET EQUINOX LT,3 6 7 9 5 1 9 4
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37265734~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37264298~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37262792~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37271192~US,2022 RAM 1500 LONGHORN,3 6 7 9 5 2 0 4
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37257336~US,2020 SUBARU CROSSTREK LIMITED,3 6 7 8 1 3 6 8
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37263051~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37277058~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37271881~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37278430~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37261190~US,2018 NISSAN VERSA SEDAN S PLUS,3 6 7 8 5 2 2 2
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37278548~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37283120~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37285154~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37258578~US,2019 KIA SPORTAGE LX,3 6 7 8 2 6 1 0
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37285484~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37289683~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37301244~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37289756~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37281401~US,2021 TESLA MODEL 3 STANDARD RANGE PLUS,3 6 8 0 5 3 7 5
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37305977~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37285957~US,2018 NISSAN ALTIMA 2.5 SR,3 6 8 0 9 9 3 0
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37306883~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37307331~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37286612~US,2018 JEEP WRANGLER JK UNLIMITED ALTITUDE,3 6 8 1 0 5 8 5
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37311265~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37301761~US,2020 CHEVROLET CAMARO 1SS,3 6 8 2 5 6 5 8
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37309746~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37316586~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37316812~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37316181~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37322756~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37329578~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37308763~US,2019 HONDA HR-V LX,3 6 8 3 2 6 2 0
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37330174~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37304052~US,2018 TOYOTA CAMRY LE/SE/XLE/L,3 6 8 2 7 9 0 9
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37335721~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37334259~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37338998~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37341721~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37349638~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37349992~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37323378~US,2019 BUICK ENCORE PREFERRED,3 6 8 4 7 2 3 2
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37349850~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37350678~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37356690~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37356832~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37340305~US,2020 NISSAN VERSA S,3 6 8 6 4 1 0 7
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37361312~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37343696~US,2019 NISSAN SENTRA S,3 6 8 6 7 4 9 6
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37330930~US,2020 INFINITI Q50 3.0T LUXE,3 6 8 5 4 7 5 7
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37363579~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37364750~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37371031~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37376820~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37361025~US,2019 MITSUBISHI OUTLANDER SPORT 2.0,3 6 8 8 4 7 4 4
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37360630~US,2020 TOYOTA COROLLA SE/NIGHTSHADE,3 6 8 8 4 3 4 9
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37396425~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37396427~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37368801~US,2018 FORD MUSTANG GT,3 6 8 9 2 5 2 0
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37411582~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37414884~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37388493~US,2022 HYUNDAI VENUE LIMITED,3 6 9 1 2 1 3 1
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37384626~US,2019 CHEVROLET COLORADO 2WD WORK TRUCK,3 6 9 0 8 2 6 5
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37422566~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37419213~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37401465~US,2019 HONDA CIVIC SI COUPE,3 6 9 2 5 0 3 4
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37434609~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37403184~US,2022 NISSAN PATHFINDER PLATINUM,3 6 9 2 6 7 5 4
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37409816~US,2019 KIA SPORTAGE LX,3 6 9 3 3 3 5 2
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37435854~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37430437~US,2018 CHEVROLET IMPALA LT,3 6 9 5 3 9 5 0
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37415112~US,2018 FORD EDGE SEL,3 6 9 3 8 6 4 7
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37456243~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37450788~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37462989~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37443044~US,2019 HONDA CIVIC SEDAN SPORT,3 6 9 6 6 5 0 9
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37430558~US,2021 RAM 2500 TRADESMAN,3 6 9 5 4 0 7 1
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37498324~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37505953~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37500683~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37515845~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37458076~US,2020 HONDA INSIGHT EX,3 6 9 8 1 4 6 6
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37524652~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37479486~US,2023 CHEVROLET MALIBU LT,3 7 0 0 2 8 1 2
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37491681~US,2021 CHEVROLET TAHOE Z71,3 7 0 1 5 0 0 1
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37464581~US,2020 HYUNDAI ELANTRA SEL,3 6 9 8 7 9 3 4
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37531152~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37533267~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37515542~US,2018 TOYOTA HIGHLANDER HYBRID LE,3 7 0 3 8 7 7 1
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37606133~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37599730~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37549065~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37678988~US,,
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37536958~US,2020 KIA SOUL S,3 7 0 6 0 1 4 4
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37577698~US,2021 HONDA CIVIC HATCHBACK EX,3 7 1 0 0 6 6 6
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37564903~US,2018 NISSAN ROGUE SV,3 7 0 8 7 9 9 3
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37585084~US,2023 CHEVROLET TRAILBLAZER RS,3 7 1 0 8 0 4 7
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37673164~US,2021 TOYOTA CAMRY SE,3 7 1 9 5 8 1 6
Listing_Url,Detail_Url,Title,Stock
https://www.iaai.com/Search?url=QcS%2bxh3YwCeDU1vr3fjt1Dj1kxr2PKw62TMD4KYIpIA%3d -> (page_no 1),https://www.iaai.com/VehicleDetail/37349638~US,,
